cohort,method,donor,marker_z,da_z,y
GSE114517,nnls,GSM3143295,-1.2497559084217735,-0.3449765717785755,0
GSE114517,nnls,GSM3143296,1.6711307395915695,1.5219137995382261,0
GSE114517,nnls,GSM3143297,-0.7620617335733666,-0.3449765717785755,1
GSE114517,nnls,GSM3143298,1.2877221801852419,-0.3449765717785755,0
GSE114517,nnls,GSM3143299,-0.4789952896765572,-0.3449765717785755,0
GSE114517,nnls,GSM3143300,0.05466462628652183,-0.3449765717785755,0
GSE114517,nnls,GSM3143301,-0.6502395994524073,-0.3449765717785755,1
GSE114517,nnls,GSM3143302,-0.6607273762625834,-0.3449765717785755,1
GSE114517,nnls,GSM3143303,-1.0436113543863517,-0.3449765717785755,1
GSE114517,nnls,GSM3143304,0.6700804177874875,-0.3449765717785755,1
GSE114517,nnls,GSM3143305,-0.8196133509162188,-0.3449765717785755,1
GSE114517,nnls,GSM3143306,0.11619364412828759,-0.3449765717785755,1
GSE114517,nnls,GSM3143307,1.7686861850707707,3.314744926570843,0
GSE114517,nnls,GSM3143308,0.6619938785903773,-0.3449765717785755,0
GSE114517,nnls,GSM3143309,-1.017413517383871,-0.3449765717785755,1
GSE114517,nnls,GSM3143310,-1.3353435082719423,-0.3449765717785755,1
GSE114517,nnls,GSM3143311,1.3224406764817687,0.04551847749739928,0
GSE114517,nnls,GSM3143312,1.5852004838869067,-0.18116640069785211,1
GSE114517,nnls,GSM3143313,0.006745880372136503,-0.3449765717785755,1
GSE114517,nnls,GSM3143314,-0.6727597010225734,-0.3449765717785755,1
GSE114517,nnls,GSM3143315,-0.7692154639465538,-0.3449765717785755,1
GSE114517,nnls,GSM3143316,1.1587855889686194,-0.3449765717785755,1
GSE114517,nnls,GSM3143317,-0.6633774928591499,-0.3449765717785755,1
GSE114517,nnls,GSM3143318,0.8276558352347023,-0.3449765717785755,0
GSE114517,nnls,GSM3143319,-0.7977329749827939,-0.3449765717785755,0
GSE114517,nnls,GSM3143320,-0.2978487740039363,-0.3449765717785755,1
GSE114517,nnls,GSM3143321,1.6984850773145796,3.5784269197771974,0
GSE114517,nnls,GSM3143322,-0.9169923651599474,-0.3449765717785755,1
GSE114517,nnls,GSM3143323,-0.6940968035789424,-0.3449765717785755,0
GSE114517,nusvr,GSM3143295,-1.2497559084217735,-0.6377517607131087,0
GSE114517,nusvr,GSM3143296,1.6711307395915695,1.2877736810805667,0
GSE114517,nusvr,GSM3143297,-0.7620617335733666,-0.6377517607131087,1
GSE114517,nusvr,GSM3143298,1.2877221801852419,1.3232048323554895,0
GSE114517,nusvr,GSM3143299,-0.4789952896765572,-0.6377517607131087,0
GSE114517,nusvr,GSM3143300,0.05466462628652183,0.10274123460407608,0
GSE114517,nusvr,GSM3143301,-0.6502395994524073,-0.6377517607131087,1
GSE114517,nusvr,GSM3143302,-0.6607273762625834,-0.6377517607131087,1
GSE114517,nusvr,GSM3143303,-1.0436113543863517,-0.6377517607131087,1
GSE114517,nusvr,GSM3143304,0.6700804177874875,-0.6364493862640609,1
GSE114517,nusvr,GSM3143305,-0.8196133509162188,-0.6377517607131087,1
GSE114517,nusvr,GSM3143306,0.11619364412828759,-0.6377517607131087,1
GSE114517,nusvr,GSM3143307,1.7686861850707707,0.7001138817357141,0
GSE114517,nusvr,GSM3143308,0.6619938785903773,0.1515202027809704,0
GSE114517,nusvr,GSM3143309,-1.017413517383871,-0.6377517607131087,1
GSE114517,nusvr,GSM3143310,-1.3353435082719423,-0.6377517607131087,1
GSE114517,nusvr,GSM3143311,1.3224406764817687,2.130588064698276,0
GSE114517,nusvr,GSM3143312,1.5852004838869067,2.2603536153251422,1
GSE114517,nusvr,GSM3143313,0.006745880372136503,-0.6377517607131087,1
GSE114517,nusvr,GSM3143314,-0.6727597010225734,-0.6377517607131087,1
GSE114517,nusvr,GSM3143315,-0.7692154639465538,-0.6377517607131087,1
GSE114517,nusvr,GSM3143316,1.1587855889686194,0.6123380476911372,1
GSE114517,nusvr,GSM3143317,-0.6633774928591499,-0.6377517607131087,1
GSE114517,nusvr,GSM3143318,0.8276558352347023,1.0575955846326577,0
GSE114517,nusvr,GSM3143319,-0.7977329749827939,-0.6377517607131087,0
GSE114517,nusvr,GSM3143320,-0.2978487740039363,-0.6377517607131087,1
GSE114517,nusvr,GSM3143321,1.6984850773145796,2.489751934195984,0
GSE114517,nusvr,GSM3143322,-0.9169923651599474,-0.6377517607131087,1
GSE114517,nusvr,GSM3143323,-0.6940968035789424,-0.6377517607131087,0
GSE114517,music,GSM3143295,-1.2497559084217735,-0.633949906892713,0
GSE114517,music,GSM3143296,1.6711307395915695,1.9716410668371547,0
GSE114517,music,GSM3143297,-0.7620617335733666,-0.633949906892713,1
GSE114517,music,GSM3143298,1.2877221801852419,0.509838420042188,0
GSE114517,music,GSM3143299,-0.4789952896765572,-0.633949906892713,0
GSE114517,music,GSM3143300,0.05466462628652183,-0.4888563188508905,0
GSE114517,music,GSM3143301,-0.6502395994524073,-0.633949906892713,1
GSE114517,music,GSM3143302,-0.6607273762625834,-0.6291924974652205,1
GSE114517,music,GSM3143303,-1.0436113543863517,-0.633949906892713,1
GSE114517,music,GSM3143304,0.6700804177874875,0.11421480719808216,1
GSE114517,music,GSM3143305,-0.8196133509162188,-0.633949906892713,1
GSE114517,music,GSM3143306,0.11619364412828759,-0.369263377223024,1
GSE114517,music,GSM3143307,1.7686861850707707,2.284863738070788,0
GSE114517,music,GSM3143308,0.6619938785903773,-0.11802065234100621,0
GSE114517,music,GSM3143309,-1.017413517383871,-0.633949906892713,1
GSE114517,music,GSM3143310,-1.3353435082719423,-0.633949906892713,1
GSE114517,music,GSM3143311,1.3224406764817687,1.1937891758063701,0
GSE114517,music,GSM3143312,1.5852004838869067,1.6047546533111323,1
GSE114517,music,GSM3143313,0.006745880372136503,-0.2217683408430622,1
GSE114517,music,GSM3143314,-0.6727597010225734,-0.633949906892713,1
GSE114517,music,GSM3143315,-0.7692154639465538,-0.633949906892713,1
GSE114517,music,GSM3143316,1.1587855889686194,0.7116645679020628,1
GSE114517,music,GSM3143317,-0.6633774928591499,-0.633949906892713,1
GSE114517,music,GSM3143318,0.8276558352347023,0.07435232406398039,0
GSE114517,music,GSM3143319,-0.7977329749827939,-0.633949906892713,0
GSE114517,music,GSM3143320,-0.2978487740039363,-0.633949906892713,1
GSE114517,music,GSM3143321,1.6984850773145796,2.8712310368821417,0
GSE114517,music,GSM3143322,-0.9169923651599474,-0.633949906892713,1
GSE114517,music,GSM3143323,-0.6940968035789424,-0.633949906892713,0
GSE168496,nnls,1996-105,0.876567863072836,0.0,0
GSE168496,nnls,1997-042,0.28721214744284684,0.0,0
GSE168496,nnls,2000-025,1.9220564868609569,0.0,0
GSE168496,nnls,2001-139,-0.9505258385324934,0.0,0
GSE168496,nnls,2003-035,0.09780885028052087,0.0,0
GSE168496,nnls,2009-039,1.3294631760824205,0.0,0
GSE168496,nnls,2012-067,1.6528495584459184,0.0,0
GSE168496,nnls,2016-016,0.1009230204297997,0.0,1
GSE168496,nnls,2016-023,-1.12489773027274,0.0,1
GSE168496,nnls,2016-051,-1.9172948338069011,0.0,1
GSE168496,nnls,2017-012,-0.32110148961202356,0.0,1
GSE168496,nnls,2017-016,-0.3179507997859737,0.0,0
GSE168496,nnls,2017-041,-0.06387661940270173,0.0,1
GSE168496,nnls,2017-056,-0.6560601888461107,0.0,1
GSE168496,nnls,2017-059,-0.32851005544903905,0.0,1
GSE168496,nnls,2017-079,-0.5866635469073157,0.0,1
GSE168496,nusvr,1996-105,0.876567863072836,1.6489436199493186,0
GSE168496,nusvr,1997-042,0.28721214744284684,-0.3596886706647069,0
GSE168496,nusvr,2000-025,1.9220564868609569,-0.3596886706647069,0
GSE168496,nusvr,2001-139,-0.9505258385324934,-0.3596886706647069,0
GSE168496,nusvr,2003-035,0.09780885028052087,-0.3596886706647069,0
GSE168496,nusvr,2009-039,1.3294631760824205,-0.3596886706647069,0
GSE168496,nusvr,2012-067,1.6528495584459184,3.3866977693565783,0
GSE168496,nusvr,2016-016,0.1009230204297997,-0.3596886706647069,1
GSE168496,nusvr,2016-023,-1.12489773027274,-0.3596886706647069,1
GSE168496,nusvr,2016-051,-1.9172948338069011,-0.3596886706647069,1
GSE168496,nusvr,2017-012,-0.32110148961202356,-0.3596886706647069,1
GSE168496,nusvr,2017-016,-0.3179507997859737,-0.3596886706647069,0
GSE168496,nusvr,2017-041,-0.06387661940270173,-0.3596886706647069,1
GSE168496,nusvr,2017-056,-0.6560601888461107,-0.3596886706647069,1
GSE168496,nusvr,2017-059,-0.32851005544903905,-0.3596886706647069,1
GSE168496,nusvr,2017-079,-0.5866635469073157,-0.3596886706647069,1
GSE168496,music,1996-105,0.876567863072836,0.4660739157428112,0
GSE168496,music,1997-042,0.28721214744284684,-0.5298712020178594,0
GSE168496,music,2000-025,1.9220564868609569,1.8828154244708502,0
GSE168496,music,2001-139,-0.9505258385324934,-0.5298712020178594,0
GSE168496,music,2003-035,0.09780885028052087,-0.5298712020178594,0
GSE168496,music,2009-039,1.3294631760824205,1.3604560671888268,0
GSE168496,music,2012-067,1.6528495584459184,2.6491090168118245,0
GSE168496,music,2016-016,0.1009230204297997,-0.5298712020178594,1
GSE168496,music,2016-023,-1.12489773027274,-0.5298712020178594,1
GSE168496,music,2016-051,-1.9172948338069011,-0.5298712020178594,1
GSE168496,music,2017-012,-0.32110148961202356,-0.5298712020178594,1
GSE168496,music,2017-016,-0.3179507997859737,-0.5298712020178594,0
GSE168496,music,2017-041,-0.06387661940270173,-0.5298712020178594,1
GSE168496,music,2017-056,-0.6560601888461107,-0.5298712020178594,1
GSE168496,music,2017-059,-0.32851005544903905,-0.5298712020178594,1
GSE168496,music,2017-079,-0.5866635469073157,-0.5298712020178594,1
