library,term,size,anchors,direction,neighbours,shift,p,fwer,fdr,neighbour_median_percentile,top_neighbours
WikiPathways,Apoptosis WP254,22,CFLAR,up,21,0.18530263663047836,0.04499100179964007,0.6280743851229754,0.7378152777777778,0.7696549270722163,"BOK, TRAF3, IGF1R, SCAF11, IGF1, JUN"
GO:BP,Histone H2A Acetylation (GO:0043968),10,TRRAP,up,9,0.2501504172881444,0.04599080183963208,0.6352729454109178,0.7378152777777778,0.8141230878690857,"EP400, EPC1, RUVBL2, MSL3, VPS72, MORF4L1"
GO:BP,Regulation Of Mitotic Nuclear Division (GO:0007088),14,L3MBTL1,up,13,0.16835481386918288,0.04619076184763048,0.6366726654669066,0.7378152777777778,0.791889007470651,"IGF1, INSR, NUP62, DUSP1, CUL9, PHIP"
GO:BP,Internal Peptidyl-Lysine Acetylation (GO:0018393),16,TRRAP,up,15,0.21219525958100954,0.04819036192761448,0.6522695460907818,0.7378152777777778,0.7648523657061544,"EP400, PHF20L1, EPC1, RUVBL2, KAT2B, VPS72"
GO:CC,H4/H2A Histone Acetyltransferase Complex (GO:0043189),11,TRRAP,up,10,0.24280119985342025,0.05798840231953609,0.7216556688662268,0.7378152777777778,0.8048737104233369,"EP400, EPC1, RUVBL2, MSL3, VPS72, MORF4L1"
Reactome,Amyloid Fiber Formation R-HSA-977225,24,CALB1,up,23,0.17228232696652412,0.07038592281543692,0.7940411917616477,0.7378152777777778,0.7474208466737816,"TSPAN5, SORL1, SIAH1, UBE2L6, CST3, UBA52"
Reactome,Attenuation Phase R-HSA-3371568,13,DNAJB1,up,12,0.22668868054946265,0.08538292341531693,0.8608278344331134,0.7378152777777778,0.8694414799003913,"HSPH1, PTGES3, HSP90AA1, MRPL18, HSPA2, HSBP1"
GO:BP,Neuron Cell-Cell Adhesion (GO:0007158),11,CNTN4,down,10,0.1855264673009515,0.08598280343931214,0.8628274345130974,0.7378152777777778,0.7768587691213091,"ASTN2, NRXN3, NLGN3, NLGN1, CDK5R1, NRXN1"
GO:BP,Cellular Response To Amyloid-Beta (GO:1904646),16,"LGMN, CACNA1A",up,14,0.15687749069184065,0.08938212357528494,0.8780243951209759,0.7378152777777778,0.7150480256136607,"IGF1R, IGF1, GRIN2A, CACNB1, PRNP, APP"
WikiPathways,GPCRs Class A Rhodopsin Like WP455,13,SSTR1,down,12,0.137360787174354,0.09018196360727855,0.8804239152169566,0.7378152777777778,0.6663109213802917,"GPR12, AGTR1, DRD2, NTSR2, GPR173, GPR85"
GO:BP,Cellular Response To Peptide (GO:1901653),20,"LGMN, CACNA1A",up,18,0.14308705302472743,0.09798040391921616,0.9072185562887423,0.7378152777777778,0.7150480256136607,"IGF1R, IGF1, GRIN2A, CACNB1, ZFP36L1, PRNP"
GO:BP,Histone H4 Acetylation (GO:0043967),22,TRRAP,up,21,0.16390000833641916,0.10137972405518897,0.9194161167766447,0.7378152777777778,0.7365706154393454,"EP400, EPC1, RUVBL2, JADE1, ING4, PHF20"
GO:BP,Response To Amyloid-Beta (GO:1904645),17,"LGMN, CACNA1A",up,15,0.1398791945228974,0.10937812437512498,0.9386122775444911,0.7378152777777778,0.6977943792244753,"IGF1R, IGF1, GRIN2A, CACNB1, PRNP, APP"
GO:BP,Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),15,"FUS, TRRAP",up,13,0.17568242377959764,0.11417716456708658,0.9504099180163967,0.7378152777777778,0.7956243329775881,"EP400, EPC1, RUVBL2, ARID2, WDR48, VPS72"
Reactome,HSF1-dependent Transactivation R-HSA-3371571,18,DNAJB1,up,17,0.16975887360818245,0.1295740851829634,0.9748050389922016,0.7378152777777778,0.7230522945570971,"HSPH1, PTGES3, CRYAB, HSP90AA1, MRPL18, HSPA2"
GO:BP,Histone Acetylation (GO:0016573),31,TRRAP,up,30,0.1208107397891581,0.14697060587882424,0.989002199560088,0.7378152777777778,0.6957488438278192,"EP400, PHF20L1, EPC1, RUVBL2, DR1, KAT2B"
GO:BP,Response To Unfolded Protein (GO:0006986),19,DNAJB1,up,18,0.14292040487958324,0.15356928614277143,0.9916016796640672,0.7378152777777778,0.7606723585912487,"HSPH1, DNAJA1, HSPA4, TM7SF3, HSP90AA1, HSPA2"
GO:MF,Calcium Channel Activity (GO:0005262),24,CACNA1A,up,23,0.11122128025264195,0.15976804639072187,0.9942011597680463,0.7378152777777778,0.6426538598363571,"CACNA2D3, CLU, SLC24A2, CACNB1, CUL5, ANXA6"
GO:MF,"DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)",59,BCL11A,up,58,0.10988925416664831,0.17036592681463708,0.9968006398720256,0.7378152777777778,0.6471896122376378,"YY1, ZNF91, PEG3, MITF, JUN, CREM"
GO:BP,Associative Learning (GO:0008306),10,LGMN,down,9,0.13247671619885498,0.17196560687862428,0.9968006398720256,0.7378152777777778,0.6366061899679829,"ADCY3, SLC6A1, DRD2, NF1, BRSK1, CHRNB2"
Reactome,HSF1 Activation R-HSA-3371511,16,DNAJB1,up,15,0.1537509600321452,0.1785642871425715,0.9976004799040192,0.7378152777777778,0.8002490217004624,"HSPH1, PTGES3, HSP90AA1, MRPL18, HSBP1, DNAJB6"
Reactome,Chromatin Modifying Enzymes R-HSA-3247509,106,TRRAP,up,105,0.09865560694666957,0.1803639272145571,0.9978004399120176,0.7378152777777778,0.6225542511561721,"EP400, EPC1, KDELR2, NCOR1, RUVBL2, JMJD6"
GO:BP,Muscle Tissue Development (GO:0060537),11,CFLAR,up,10,0.10751516781747342,0.1841631673665267,0.998000399920016,0.7378152777777778,0.5489149768765564,"POGLUT1, CSRP1, MYL6B, MYL6, ZBTB18, IGSF8"
WikiPathways,10Q22Q23 Copy Number Variation WP5402,19,SH3GL3,down,18,0.11687850834439611,0.1843631273745251,0.998000399920016,0.7378152777777778,0.6673781572394165,"WAPL, CCSER2, GLUD1, GRID1, SMC1A, PDS5B"
GO:BP,Regulation Of T Cell Activation (GO:0050863),12,GPNMB,up,11,0.09746581586924466,0.1881623675264947,0.999000199960008,0.7378152777777778,0.8639274279615795,"SIRPA, PAG1, GNAO1, LAPTM5, THY1, MYDGF"
GO:BP,Regulation Of Angiogenesis (GO:0045765),44,GPNMB,up,43,0.08532944351277683,0.1899620075984803,0.999000199960008,0.7378152777777778,0.6387406616862327,"PRKCB, GRN, WNT5A, THBS2, PIK3CD, GAB1"
GO:BP,Amyloid Fibril Formation (GO:1990000),12,FUS,up,11,0.10485440323298628,0.1947610477904419,0.9994001199760048,0.7378152777777778,0.5631447883315546,"SIAH1, TARDBP, BACE1, MAPT, HNRNPA1, B2M"
GO:BP,Epidermal Cell Differentiation (GO:0009913),12,CFLAR,up,11,0.10871612331406637,0.19896020795840832,0.9994001199760048,0.7378152777777778,0.6711134827463536,"WNT5A, FGFR1, PPP3CA, ERCC2, CLIC4, ADAM9"
Reactome,HATs Acetylate Histones R-HSA-3214847,47,TRRAP,up,46,0.10221257110527443,0.19956008798240352,0.9994001199760048,0.7378152777777778,0.6365172536463892,"EP400, EPC1, KDELR2, RUVBL2, KAT6B, DR1"
GO:BP,Learning (GO:0007612),30,LGMN,down,29,0.09788042504003207,0.20215956808638272,0.9994001199760048,0.7378152777777778,0.6462113127001068,"DLG4, CNTNAP2, SLC6A1, EPHB2, NRXN3, DRD2"
GO:BP,Negative Regulation Of Neuron Death (GO:1901215),27,"LGMN, GPNMB",up,25,0.10552644982933998,0.20455908818236354,0.9994001199760048,0.7378152777777778,0.680184987548915,"CLU, GRN, CD200, SORL1, CHGA, IL6ST"
GO:BP,Regulation Of Transcription By RNA Polymerase III (GO:0006359),12,ICE1,up,11,0.11413533054292202,0.21575684863027395,0.9996000799840032,0.7378152777777778,0.6869441479900391,"SF3B1, BAZ1B, DEK, TENM1, POLR3F, ZFP36L2"
GO:BP,Positive Regulation Of Programmed Cell Death (GO:0043068),84,CFLAR,up,83,0.08634012549868729,0.22395520895820836,0.9998000399920016,0.7378152777777778,0.6462113127001067,"RYBP, CLU, BOK, CCAR1, PRMT2, JUN"
Reactome,Regulation Of TP53 Activity Thru Methylation R-HSA-6804760,10,L3MBTL1,up,9,0.08984551661544377,0.22695460907818435,1.0,0.7378152777777778,0.7230522945570971,"UBA52, UBC, EHMT1, MDM4, UBB, ATM"
GO:BP,Histone Modification (GO:0016570),43,TRRAP,up,42,0.08322386350482702,0.22735452909418116,1.0,0.7378152777777778,0.5426894343649946,"EP400, PHF20L1, EPC1, RUVBL2, KAT2B, JADE1"
GO:BP,Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),15,GPNMB,up,14,0.10390888175295133,0.22875424915016995,1.0,0.7378152777777778,0.6061010316613304,"PRMT2, USP47, JADE1, FHL1, ZFP36L1, ZFP36L2"
GO:BP,Negative Regulation Of Cellular Component Organization (GO:0051129),30,DNAJB1,up,29,0.10435945335133322,0.22915416916616677,1.0,0.7378152777777778,0.6414087513340448,"CLU, HSPA5, TMEFF2, CRYAB, SORL1, DNAJA4"
KEGG,Transcriptional misregulation in cancer,44,FUS,up,43,0.09052840258038147,0.23135372925414918,1.0,0.7378152777777778,0.6746709356101032,"PBX3, NCOR1, MITF, IGF1R, IGF1, PDGFA"
GO:CC,Endoplasmic Reticulum Lumen (GO:0005788),71,MANF,up,70,0.07774822004139423,0.23735252949410118,1.0,0.7378152777777778,0.6454998221273568,"TMEM132A, POGLUT1, CDH2, WNT5A, HSPA5, TSPAN5"
GO:BP,'De Novo' Post-Translational Protein Folding (GO:0051084),17,DNAJB1,up,16,0.108400504803285,0.23895220955808838,1.0,0.7378152777777778,0.7350586979722519,"HSPA5, PTGES3, DNAJB12, HSPA2, DNAJB4, UGGT1"
Reactome,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,49,MANF,up,48,0.0901893616343538,0.23995200959808038,1.0,0.7378152777777778,0.6306474564212023,"PRKCB, CLU, HSPA5, PHACTR2, IGF1, STXBP3"
GO:BP,Regulation Of RNA Metabolic Process (GO:0051252),48,"FUS, TRRAP",up,46,0.07997420182168159,0.2403519296140772,1.0,0.7378152777777778,0.6957488438278192,"MITF, SNRNP70, KAT2B, HNRNPH3, PTBP3, SUPT7L"
GO:BP,Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),22,CFLAR,up,21,0.07993809909870227,0.2411517696460708,1.0,0.7378152777777778,0.5722162931341159,"FGFR1, IGF1, STX4, RELA, DEPTOR, PHIP"
GO:CC,INO80-type Complex (GO:0097346),10,TRRAP,up,9,0.12009910783833927,0.2419516096780644,1.0,0.7378152777777778,0.45713269299181786,"EP400, YY1, RUVBL2, ZNHIT1, UCHL5, CFDP1"
WikiPathways,Prion Disease Pathway WP3995,20,BCL11A,up,19,0.09066011137819212,0.2455508898220356,1.0,0.7378152777777778,0.651903237282106,"FGFR1, HSPA5, HSP90B1, RXRA, MAPK1, SMC3"
GO:BP,Regulation Of Neuron Death (GO:1901214),27,GPNMB,up,26,0.09703412691417795,0.24675064987002598,1.0,0.7378152777777778,0.6284240483813589,"CLU, WNT5A, CD200, SORL1, CHGA, MAPT"
GO:BP,Skin Development (GO:0043588),14,CFLAR,up,13,0.09387298214894074,0.2489502099580084,1.0,0.7378152777777778,0.6711134827463536,"WNT5A, FGFR1, PDGFA, PPP3CA, DHCR24, CLIC4"
GO:BP,Regulation Of Programmed Cell Death (GO:0043067),76,TRRAP,up,75,0.08137516545752685,0.2491501699660068,1.0,0.7378152777777778,0.651903237282106,"EP400, CLU, EPC1, RUVBL2, CRYAB, HAX1"
GO:BP,Response To Peptide (GO:1901652),16,CACNA1A,up,15,0.09905308013161024,0.24935012997400519,1.0,0.7378152777777778,0.6960156527926005,"EIF2B1, STAT2, EIF2B5, EIF2B2, STAT5B, STAT1"
GO:BP,Positive Regulation Of Apoptotic Process (GO:0043065),93,CFLAR,up,92,0.0795243189457561,0.2499500099980004,1.0,0.7378152777777778,0.5770188545001779,"RYBP, CLU, GRN, BOK, CCAR1, PRMT2"
WikiPathways,Apoptosis Modulation And Signaling WP1772,23,CFLAR,up,22,0.07760432599620386,0.2539492101579684,1.0,0.7378152777777778,0.6947705442902882,"BAG3, BOK, TRAF3, JUN, DFFA, AIFM1"
Reactome,Signaling By MET R-HSA-6806834,34,SH3GL3,down,33,0.07635228070571567,0.2561487702459508,1.0,0.7378152777777778,0.5940946282461758,"PIGU, NRAS, HGS, USP8, EPS15, PTPN11"
Reactome,Cellular Response To Heat Stress R-HSA-3371556,53,DNAJB1,up,52,0.09012810036969873,0.2579484103179364,1.0,0.7378152777777778,0.655994308075418,"BAG3, HSPH1, HSPA5, PTGES3, CRYAB, HSPA4"
GO:MF,Receptor Ligand Activity (GO:0048018),30,GPNMB,up,29,0.06664711063535049,0.2579484103179364,1.0,0.7378152777777778,0.608324439701174,"GRN, WNT5A, IGF1, PDGFA, SEMA4D, CHGB"
GO:BP,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),14,DNAJB1,up,13,0.09774939801830512,0.2581483703259348,1.0,0.7378152777777778,0.7589825684809677,"HSPA5, PTGES3, DNAJB12, HSPA2, DNAJB4, HSPA13"
GO:BP,fatty-acyl-CoA Biosynthetic Process (GO:0046949),10,ELOVL7,down,9,0.11212182686560684,0.25934813037392523,1.0,0.7378152777777778,0.8155460690145856,"ACAT1, HSD17B12, ELOVL5, ACSL6, ELOVL6, ACSL4"
GO:BP,Positive Regulation Of Double-Strand Break Repair (GO:2000781),36,"FUS, TRRAP",up,34,0.0813670703483855,0.259748050389922,1.0,0.7378152777777778,0.4578441835645678,"EP400, EPC1, RUVBL2, BCL7A, ARID2, SPIDR"
GO:BP,Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),25,"FUS, TRRAP",up,23,0.09062465657884984,0.26034793041391724,1.0,0.7378152777777778,0.4386339381003202,"EP400, EPC1, RUVBL2, MAGEF1, ARID2, SPIDR"
GO:BP,Epithelial Cell Differentiation (GO:0030855),24,GSTK1,up,23,0.08220145908062873,0.2611477704459108,1.0,0.7378152777777778,0.7246531483457844,"HNRNPH3, ALDOC, CTSB, CBR1, SCUBE1, CNN3"
GO:BP,Regulation Of Cytokine Production (GO:0001817),34,GPNMB,up,33,0.06541635640755747,0.26294741051789644,1.0,0.7378152777777778,0.6179295624332978,"CADM1, TRAF3, EIF2AK2, SIRPA, PIK3CD, RPS6KA5"
GO:BP,Regulation Of Double-Strand Break Repair (GO:2000779),38,TRRAP,up,37,0.07998621995510483,0.26774645070985803,1.0,0.7378152777777778,0.4902170046246887,"EP400, EPC1, RUVBL2, BCL7A, ARID2, SPIDR"
Reactome,Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,42,DNAJB1,up,41,0.08442358731678347,0.27074585082983404,1.0,0.7378152777777778,0.6291355389541089,"BAG3, HSPH1, HSPA5, HSPA4, MRPL18, NUP62"
GO:BP,Erythrocyte Differentiation (GO:0030218),16,CFLAR,up,15,0.07482246706883112,0.2709458108378324,1.0,0.7378152777777778,0.6780505158306652,"MFHAS1, ACIN1, FLVCR1, UBA5, HIPK2, KMT2E"
GO:BP,Double-Strand Break Repair Via Homologous Recombination (GO:0000724),34,ZMYND8,up,33,0.07165541188706728,0.2715456908618276,1.0,0.7378152777777778,0.6707577374599787,"YY1, EPC1, NIPBL, INIP, SPIDR, ZSWIM7"
GO:BP,Positive Regulation Of Intracellular Transport (GO:0032388),21,ICE1,up,20,0.07956514218822122,0.27234553089382124,1.0,0.7378152777777778,0.6262006403415155,"PCNT, SORL1, EHD1, TBC1D20, PDCD10, TENM1"
GO:BP,Positive Regulation Of DNA Recombination (GO:0045911),20,"FUS, TRRAP",up,18,0.08523012780480915,0.27334533093381325,1.0,0.7378152777777778,0.42298114549982213,"EP400, EPC1, RUVBL2, ARID2, WDR48, VPS72"
GO:MF,Actin Binding (GO:0003779),76,CACNA1A,up,75,0.06764606300120553,0.27374525094981006,1.0,0.7378152777777778,0.5971184631803629,"COBL, NCALD, PHACTR2, KCNMA1, HNRNPU, SPTBN4"
GO:MF,Receptor Tyrosine Kinase Binding (GO:0030971),21,CPNE3,down,20,0.06592849345179275,0.27394521095780844,1.0,0.7378152777777778,0.527570259694059,"GAB2, PTPN11, DUSP3, DOCK4, TOB1, RNF41"
GO:BP,Regulation Of DNA Repair (GO:0006282),56,TRRAP,up,55,0.0745757573199543,0.27594481103779245,1.0,0.7378152777777778,0.5257915332621843,"EP400, YY1, EPC1, RUVBL2, EYA3, KAT2B"
GO:BP,Negative Regulation Of Cytokine Production (GO:0001818),42,GPNMB,up,41,0.06512642083348842,0.28134373125374923,1.0,0.7378152777777778,0.6092138029171114,"CD200, SIRPA, RPS6KA5, PDCD4, ATG12, APOD"
WikiPathways,Photodynamic Therapy Induced AP 1 Survival Signaling WP3611,16,CFLAR,up,15,0.06697995613018672,0.28154369126174766,1.0,0.7378152777777778,0.5846673781572395,"JUN, HSP90AA1, MAP2K3, JUNB, NFE2L2, MCL1"
GO:BP,Protein Processing (GO:0016485),34,LGMN,down,33,0.06711218477875898,0.28254349130173967,1.0,0.7378152777777778,0.6220206332266097,"SDE2, SPCS3, MMP16, TMEM208, SPCS1, PCSK1"
GO:BP,Skeletal Muscle Tissue Development (GO:0007519),10,CFLAR,up,9,0.07344532964958085,0.28694261147770445,1.0,0.7378152777777778,0.6303806474564212,"MYL6B, PPP3CA, MYL6, LMOD3, ZBTB18, IGSF8"
WikiPathways,Fragile X Syndrome WP4549,79,SH3GL3,down,78,0.0590570711542685,0.2871425714857029,1.0,0.7378152777777778,0.6197972251867663,"ITPR1, TBC1D7, DLG4, AP2A1, CLTCL1, SLC16A1"
GO:BP,Regulation Of RNA Splicing (GO:0043484),60,"FUS, TRRAP",up,58,0.06281469462054043,0.29114177164567084,1.0,0.7378152777777778,0.6565279260049804,"JMJD6, SNRNP70, KAT2B, SLC38A2, HNRNPH3, PTBP3"
Reactome,Signaling By EGFR R-HSA-177929,29,SH3GL3,down,28,0.056486511968874505,0.29114177164567084,1.0,0.7378152777777778,0.5610992529348986,"PIGU, NRAS, HGS, EPS15, CSK, PTPN11"
GO:MF,Calcium Ion Binding (GO:0005509),117,"CALB1, CACNA1A, CALB2",up,114,0.06210943290212175,0.29374125174965005,1.0,0.7378152777777778,0.5934720739950196,"ANXA2, PAM, CLU, CDH2, NCALD, HSPA5"
Reactome,Fatty acyl-CoA Biosynthesis R-HSA-75105,16,ELOVL7,down,15,0.08442053236067296,0.29454109178164367,1.0,0.7378152777777778,0.7369263607257204,"FASN, HSD17B12, ELOVL5, ACSL6, ELOVL6, ACSL4"
WikiPathways,Rett Syndrome Causing Genes WP4312,24,TRRAP,up,23,0.06990561269871566,0.2949410117976405,1.0,0.7378152777777778,0.5745286374955532,"NCOR1, GRIN2A, TCF4, GNAO1, HIVEP2, EIF2B2"
GO:BP,Brain Development (GO:0007420),80,"SOX6, CNTN4",down,78,0.062443053999091856,0.29514097180563886,1.0,0.7378152777777778,0.6842760583422269,"PCDH18, TGFBR2, ARNT2, BBS4, CNTNAP2, SLC23A2"
GO:CC,SAGA Complex (GO:0000124),11,TRRAP,up,10,0.06925546852871775,0.29674065186962606,1.0,0.7378152777777778,0.5921380291711135,"KAT2B, SUPT7L, SF3B3, SF3B5, KAT2A, USP22"
GO:BP,Negative Regulation Of Ras Protein Signal Transduction (GO:0046580),17,SCAI,down,16,0.06135610489582177,0.2971405718856229,1.0,0.7378152777777778,0.564034151547492,"EPHB2, ARHGAP35, DAB2IP, MAPKAP1, KCTD10, ARHGAP24"
GO:BP,Transcription By RNA Polymerase III (GO:0006383),17,ICE1,up,16,0.07130184851121157,0.2971405718856229,1.0,0.7378152777777778,0.542244752757026,"GTF3A, SNAPC5, POLR2L, POLR2F, POLR3K, ZFP36L1"
GO:BP,Regulation Of Cell Cycle (GO:0051726),120,"L3MBTL1, TRRAP",up,118,0.05955081650892557,0.29734053189362125,1.0,0.7378152777777778,0.5369975097829953,"EP400, YY1, EPC1, UHRF2, TRIM32, RUVBL2"
GO:BP,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),149,"FUS, SOX6, TRRAP",up,146,0.060089605958986395,0.2995400919816037,1.0,0.7378152777777778,0.5988082532906439,"RYBP, ZNF331, BPTF, MITF, RUVBL2, NFIA"
KEGG,cAMP signaling pathway,74,SSTR1,down,73,0.05654059843262275,0.3037392521495701,1.0,0.7378152777777778,0.6255780860903593,"PIK3R3, GRIA3, ADCY3, MAP2K1, HCN4, ATP2A3"
GO:BP,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),22,ADGRB3,down,21,0.057475941469116755,0.3053389322135573,1.0,0.7378152777777778,0.5885805763073639,"ADCY3, ADGRB2, DRD2, ADGRG1, GPR26, ADCY1"
GO:BP,RNA Processing (GO:0006396),100,FUS,up,99,0.06060619229883558,0.3087382523495301,1.0,0.7378152777777778,0.5940946282461758,"SF3B1, SCAF11, NOVA1, PABPC4, RBM6, ELAVL4"
GO:BP,Recombinational Repair (GO:0000725),31,ZMYND8,up,30,0.058326688781380656,0.3091381723655269,1.0,0.7378152777777778,0.6660441124155105,"YY1, EPC1, INIP, SPIDR, ZSWIM7, NPC1"
GO:BP,Chromatin Organization (GO:0006325),119,L3MBTL1,up,118,0.05630190013434296,0.3095380923815237,1.0,0.7378152777777778,0.5683030949839915,"RYBP, YY1, HDGF, SF3B1, BPTF, RUVBL2"
Reactome,Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370,36,BCL11A,up,35,0.0638761255890131,0.3103379324135173,1.0,0.7378152777777778,0.6248665955176094,"RNF213, EML4, ZC3HC1, TPM4, SQSTM1, MAPK1"
Reactome,Platelet Degranulation R-HSA-114608,45,MANF,up,44,0.06452722902494398,0.31073785242951407,1.0,0.7378152777777778,0.6019210245464248,"CLU, HSPA5, PHACTR2, IGF1, PDGFA, SCCPDH"
Reactome,Phospholipid Metabolism R-HSA-1483257,95,CPNE3,down,94,0.04946842043972673,0.3115376924615077,1.0,0.7378152777777778,0.5780860903593028,"LPGAT1, GDPD5, GPCPD1, PTPN13, PIK3R3, PIK3C2A"
Reactome,Negative Regulation Of MET Activity R-HSA-6807004,16,SH3GL3,down,15,0.06330918148159981,0.3115376924615077,1.0,0.7378152777777778,0.5940946282461758,"HGS, USP8, EPS15, RNMT, SOS1, SH3GL1"
GO:BP,Fatty Acid Biosynthetic Process (GO:0006633),19,ELOVL7,down,18,0.05990650823029379,0.3125374925014997,1.0,0.7378152777777778,0.6320704375667023,"ABHD2, FASN, ABCD3, ELOVL5, ELOVL6, SCD5"
GO:BP,Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),12,"CALB1, CALB2",up,10,0.06790050799027085,0.3137372525494901,1.0,0.7378152777777778,0.5024902170046247,"WNT5A, ATP2B1, YWHAE, TRPC1, TMEM178A, ATP2B3"
Reactome,Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,61,SH3GL3,down,60,0.0556380706295992,0.3165366926614677,1.0,0.7378152777777778,0.6026325151191747,"SGIP1, AP2A1, CLTCL1, AGTR1, TOR1B, KIAA0319"
Reactome,Signaling By NTRKs R-HSA-166520,71,SH3GL3,down,70,0.04954018615452307,0.3199360127974405,1.0,0.7378152777777778,0.6221985058697972,"PIGU, AP2A1, MAP2K1, NRAS, PPP2R1A, PPP2CA"
GO:MF,GTPase Activator Activity (GO:0005096),95,ADGRB3,down,94,0.052434035532295385,0.3203359328134373,1.0,0.7378152777777778,0.6727143365350409,"RGS6, NPRL3, TBC1D7, RGS7, TBC1D22A, ALDH1A1"
GO:BP,Positive Regulation Of Cellular Component Organization (GO:0051130),41,ICE1,up,40,0.05779020615736954,0.3215356928614277,1.0,0.7378152777777778,0.4332088224831021,"ANXA2, CLU, IGF1R, BRK1, SURF4, CALY"
Reactome,Clathrin-mediated Endocytosis R-HSA-8856828,85,SH3GL3,down,84,0.05474166066380262,0.3225354929014197,1.0,0.7378152777777778,0.6026325151191747,"SGIP1, AP2A1, CLTCL1, AGTR1, TOR1B, KIAA0319"
GO:MF,Zinc Ion Binding (GO:0008270),133,"ZMYND8, CALB1, C11ORF54",up,130,0.0558913641788352,0.3243351329734053,1.0,0.7378152777777778,0.531305585200996,"PAM, ZNF331, CHORDC1, ZNF91, GRIN2A, MT1G"
GO:BP,"mRNA Splicing, Via Spliceosome (GO:0000398)",120,RBM4B,up,119,0.05953262846901262,0.3245350929814037,1.0,0.7378152777777778,0.5940946282461758,"DDX46, CASC3, CDK13, SF3B1, PABPC1, SCAF11"
GO:BP,Myeloid Cell Differentiation (GO:0030099),16,CFLAR,up,15,0.06214903326084217,0.32573485302939414,1.0,0.7378152777777778,0.675382426182853,"MFHAS1, FLVCR1, UBA5, KAT6A, HIPK2, KMT2E"
GO:MF,G Protein-Coupled Receptor Activity (GO:0004930),30,ADGRB3,down,29,0.041567721590801174,0.3301339732053589,1.0,0.7378152777777778,0.6236214870152971,"ADGRB2, GPR176, SLC39A9, DRD2, NTSR2, ADGRG1"
GO:BP,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",102,RBM4B,up,101,0.05731333111237624,0.33153369326134774,1.0,0.7378152777777778,0.5885805763073639,"DDX46, CASC3, SF3B1, PABPC1, NOVA1, CDC5L"
GO:BP,Positive Regulation Of Cell Motility (GO:2000147),62,"CPNE3, GPNMB",up,60,0.049535430310061204,0.3339332133573285,1.0,0.7378152777777778,0.5463358235503379,"GRN, CCAR1, TRIM32, HSPA5, IGF1R, IGF1"
KEGG,Influenza A,45,DNAJB1,up,44,0.055691192730922594,0.33633273345330933,1.0,0.7378152777777778,0.6261117040199218,"PRKCB, TRAF3, EIF2AK2, PIK3CD, JAK1, IFNGR2"
Reactome,Signaling By NTRK1 (TRKA) R-HSA-187037,60,SH3GL3,down,59,0.044105073042466476,0.3375324935012997,1.0,0.7378152777777778,0.6211312700106724,"AP2A1, MAP2K1, NRAS, PPP2R1A, PPP2CA, AP2B1"
GO:BP,Very Long-Chain Fatty Acid Metabolic Process (GO:0000038),10,ELOVL7,down,9,0.06620122458682293,0.3385322935412917,1.0,0.7378152777777778,0.8155460690145856,"PEX2, ABCD3, ELOVL5, ACSL6, ELOVL6, ELOVL4"
Reactome,Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,25,SH3GL3,down,24,0.043742975957381226,0.33973205358928216,1.0,0.7378152777777778,0.6397189612237637,"PPP2R1A, PPP2CA, DUSP3, RPS6KA1, MAPK14, CDK5R1"
GO:BP,Regulation Of Cellular Response To Stress (GO:0080135),45,"DNAJB1, MANF, TRRAP",up,42,0.047038308366955744,0.34173165366926617,1.0,0.7378152777777778,0.5413553895410885,"YY1, CHORDC1, RUVBL2, USP19, KAT2B, SLC38A2"
GO:BP,Negative Regulation Of Cell Death (GO:0060548),28,GPNMB,up,27,0.05780774189366235,0.34413117376524693,1.0,0.7378152777777778,0.5096051227321238,"CD200, SORL1, CHGA, TM7SF3, NUP62, WFS1"
GO:BP,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),22,CFLAR,up,21,0.04578351384649674,0.34553089382123575,1.0,0.7378152777777778,0.5722162931341159,"IGF1, EYA3, RELA, PHIP, MCL1, BCL2L1"
GO:BP,Negative Regulation Of Cell Adhesion (GO:0007162),26,PLXNC1,up,25,0.047571192705072464,0.34773045390921814,1.0,0.7378152777777778,0.6417644966204198,"SEMA4D, ADAM22, DSCAM, DUSP1, MIA3, PLXNA4"
GO:BP,Wound Healing (GO:0042060),31,CFLAR,up,30,0.05270069322238366,0.34813037392521495,1.0,0.7378152777777778,0.6590181430096052,"WNT5A, IGF1, PDGFA, SMPD1, CHMP7, DCBLD2"
