gene,symbol,g,lineage,agtr1
ENSG00000062598,ELMO2,0.1754944044971382,-0.038999126904822545,0.0
ENSG00000062650,WAPL,-0.5232033127959055,0.0,0.0
ENSG00000062716,VMP1,0.099540122788398,-1.9193997007542292,6.3861890142892
ENSG00000062725,APPBP2,-0.0480323613346957,0.18860409347461835,0.0
ENSG00000063046,EIF4B,-0.0383594975798474,0.0,0.0
ENSG00000063176,SPHK2,-0.1058871361191479,-4.185591714990506,3.95065685378309
ENSG00000063177,RPL18,0.3296591385654589,-3.492397549436903,0.0
ENSG00000063244,U2AF2,-0.0601134901420538,-2.2020747870514126,0.0
ENSG00000063245,EPN1,-0.0696880775337054,-2.30338591365833,0.0
ENSG00000063322,MED29,-0.1380423687646611,-2.4731307081166354,0.0
ENSG00000063587,ZNF275,0.3452461780323366,0.0,0.0
ENSG00000063601,MTMR1,-0.3384860000171809,0.0,0.0
ENSG00000063660,GPC1,0.1499265485384632,0.6874374042749349,0.0
ENSG00000063854,HAGH,0.0156882940680652,0.548114419210915,0.0
ENSG00000063978,RNF4,0.0406990015604991,-0.6024650907149115,2.16884065830914
ENSG00000064042,LIMCH1,0.0586837035547994,-2.8335118979219636,7.44213997056615
ENSG00000064115,TM7SF3,0.3835761775781613,0.25648288459221147,0.0
